name,age,years_played,games_played,avg_rec,avg_tgt,avg_yds,avg_ypr,avg_lg,avg_TD,avg_rush,avg_ryds,avg_rypa,avg_rlg,avg_rTD,TM TGT %,ADP
travis-kelce,28,5,16,6.4375,9.375,83.5,12.675,24.125,0.625,0.0,0.0,0.0,0.0,0.0,25.8,14.0
zach-ertz,27,5,16,7.25,9.75,72.6875,9.5,19.5,0.5,0.0,0.0,0.0,0.0,0.0,26.9,26.0
george-kittle,24,1,16,5.5,8.5,86.0625,15.675,36.625,0.3125,0.0625,0.625,0.625,0.625,0.0,23.6,21.0
austin-hooper,23,2,16,4.4375,5.5,41.25,10.05,17.6875,0.25,0.0,0.0,0.0,0.0,0.0,15.4,108.0
kyle-rudolph,28,7,16,4.0,5.125,39.625,9.8375,18.1875,0.25,0.0,0.0,0.0,0.0,0.0,12.5,132.0
david-njoku,22,1,16,3.5,5.5,39.9375,11.4625,21.5,0.25,0.0,0.0,0.0,0.0,0.0,15.9,84.0
vance-mcdonald,28,3,15,3.333333333333333,4.8,40.66666666666666,13.506666666666668,22.33333333333333,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,10.3,80.0
evan-engram,23,1,11,4.090909090909091,5.818181818181818,52.45454545454545,14.627272727272729,27.181818181818183,0.2727272727272727,0.2727272727272727,3.272727272727273,2.090909090909091,2.1818181818181817,0.0,8.2,54.0
oj-howard,23,1,10,3.4,4.8,56.5,16.08,26.6,0.5,0.0,0.0,0.0,0.0,0.0,10.7,50.0
jimmy-graham,31,7,16,3.4375,5.5625,39.75,11.86875,19.0625,0.125,0.0,0.0,0.0,0.0,0.0,14.5,181.0
mark-andrews,22,0,16,2.125,3.125,34.5,18.075,22.375,0.1875,0.0,0.0,0.0,0.0,0.0,7.8,131.0
greg-olsen,33,9,9,3.0,4.222222222222222,32.333333333333336,10.077777777777778,13.555555555555555,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,10.2,152.0
