name,MISC_FPTS
josh-allen-qb,406.2
kyler-murray,390.7
aaron-rodgers,388.1
patrick-mahomes,380.3
deshaun-watson,376.4
russell-wilson,372.6
ryan-tannehill,351.3
tom-brady,350.0
justin-herbert,342.8
lamar-jackson,341.7
kirk-cousins,319.2
matt-ryan,293.3
derek-carr,281.0
ben-roethlisberger,277.2
cam-newton,271.3
matthew-stafford,270.5
baker-mayfield,256.8
jared-goff,253.0
teddy-bridgewater,252.1
philip-rivers,251.0
drew-brees,215.4
carson-wentz,213.4
drew-lock,196.4
daniel-jones,190.2
joe-burrow,178.6
gardner-minshew,165.5
mitch-trubisky,161.8
ryan-fitzpatrick,161.7
sam-darnold,145.0
andy-dalton,144.9
tua-tagovailoa,140.4
dak-prescott,139.6
nick-mullens,128.2
jalen-hurts,113.2
nick-foles,112.1
alex-smith,79.6
dwayne-haskins,75.2
jimmy-garoppolo,69.4
mike-glennon,65.5
joe-flacco,57.7
brandon-allen,53.6
cj-beathard,52.3
kyle-allen,46.1
jake-luton,34.3
jeff-driskel,32.0
marcus-mariota,26.8
chad-henne,23.7
ryan-finley,21.2
jacoby-brissett,20.6
mason-rudolph,19.3
colt-mccoy,19.1
jarrett-stidham,16.0
garrett-gilbert,15.5
blaine-gabbert,15.3
brett-rypien,15.3
chase-daniel,14.2
john-wolford,13.8
phillip-walker,13.5
taylor-heinicke,11.7
matt-barkley,10.3
trace-mcsorley,9.3
tyrod-taylor,9.0
chris-streveler,8.7
ben-dinucci,7.0
robert-griffin-iii,4.6
brian-hoyer,3.0
tyler-huntley,2.9
david-blough,2.8
jameis-winston,2.4
tommy-stevens,2.4
joshua-dobbs,2.1
nathan-peterman,1.9
case-keenum,1.8
logan-woodside,1.3
geno-smith,1.1
aj-mccarron,0.8
tyler-bray,0.7
john-lovett,0.6
joe-webb-iii,0.0
mike-white,0.0
easton-stick,0.0
matt-schaub,-0.4
nate-sudfeld,-0.5
tim-boyle,-0.9
